time_s,x_m,y_m
57110400.000000,1.970634e+11,-6.638354e+10
57196800.000000,1.977201e+11,-6.419973e+10
57283200.000000,1.983549e+11,-6.200883e+10
57369600.000000,1.989678e+11,-5.981109e+10
57456000.000000,1.995587e+11,-5.760675e+10
57542400.000000,2.001276e+11,-5.539603e+10
57628800.000000,2.006743e+11,-5.317918e+10
57715200.000000,2.011988e+11,-5.095644e+10
57801600.000000,2.017010e+11,-4.872805e+10
57888000.000000,2.021808e+11,-4.649426e+10
57974400.000000,2.026382e+11,-4.425531e+10
58060800.000000,2.030730e+11,-4.201144e+10
58147200.000000,2.034853e+11,-3.976290e+10
58233600.000000,2.038750e+11,-3.750995e+10
58320000.000000,2.042420e+11,-3.525282e+10
58406400.000000,2.045863e+11,-3.299176e+10
58492800.000000,2.049078e+11,-3.072704e+10
58579200.000000,2.052064e+11,-2.845889e+10
58665600.000000,2.054822e+11,-2.618757e+10
58752000.000000,2.057351e+11,-2.391332e+10
58838400.000000,2.059650e+11,-2.163642e+10
58924800.000000,2.061720e+11,-1.935709e+10
59011200.000000,2.063559e+11,-1.707561e+10
59097600.000000,2.065168e+11,-1.479222e+10
59184000.000000,2.066547e+11,-1.250718e+10
59270400.000000,2.067695e+11,-1.022075e+10
59356800.000000,2.068611e+11,-7.933167e+09
